,Line Item Quantity,Freight Cost (USD),Vendor,meds
8544,69207,11103.234819296562,59,Take birth control
8545,10114,11103.234819296562,59,Modafinil.
8546,41142,12601.12,59,000 IU/week
8547,53109,13398.06,59,Lunesta
8548,4545,11103.234819296562,59,Pepcid AC
8549,575,11103.234819296562,59,Folic acid 1mg daily
8550,2590,11103.234819296562,59,Fiber Lax
8551,14000,5491.01,59,vitamin b3
8552,20000,6801.72,59,Omepazole
8553,2011,1661.0,59,betamethasone cream
8554,54375,13838.17,59,Symbicort inhaler/budesonide 80 mcg/formoterol furnarate dihydra
8555,1086,226.25,59,Skin and Nails - 3 capsules QD
8556,1191,2143.48,59,Atanolol 25mg OD
8557,39636,3525.04,59,morphine sulfate solution 20mg/ml.
8558,5110,14866.14,59,Multivitamins
8559,4389,3175.7,59,Vascepa
8560,1890,112.87,59,Ice Pack
8561,18958,11103.234819296562,59,osteo bi-flex triple strength
8562,576,1771.26,59,Tuberculin Skin Test
8563,169985,21077.51,59,Nasacort nasal spray
8564,176308,21180.7,59,MAG
8565,164398,18495.9,59,Vyvanse 40Mg 1 tab daily AM
8566,5410,11103.234819296562,59,Proventil
8567,21,4338.44,59,zitalopram
8568,62231,13956.38,59,Thyroid meds- Synthroid and Liothyrine
8569,19100,3148.12,59,afadelfalic
8570,68235,2094.34,59,careg
8571,72974,10370.59,59,diphenhydramine
8572,76,481.71,59,Saw Palmetto
8573,18354,21326.7,59,famotidine
8574,30060,3537.26,59,AREDS vitamins
8575,5184,3296.34,59,last night she took Vitamin C
8576,3040,11103.234819296562,59,amalodipine
8577,45113,22711.84,59,VD3
8578,6376,889.94,59,ESTRADIOL 0.01% VAGINAL (ESTRACE 0.01% VAGINAL) 2 GM VAGINAL DAILY   CYANOCOBALAMIN (VITAMIN B-12) 1
8579,1529,11103.234819296562,59,Victosia
8580,15802,15322.73,59,zoloft
8581,45042,11103.234819296562,59,Vitamin C w/Rosehips
8582,57061,11103.234819296562,59,Clonazepam 0.5 mg
8583,113925,14325.71,59,Verapamil 120 qam
8584,23940,1698.83,59,Citirizin (allergy medication)
8585,27,11103.234819296562,59,provera
8586,226,11103.234819296562,59,exactly 28 days after my first shot.  by that night
8587,20,11103.234819296562,59,Lisin/HCTZ 20/12.5mg
8588,23,11103.234819296562,59,albuterol neb
8589,19,11103.234819296562,59,SPIriva 18 MCG CP-handihal
8590,17,11103.234819296562,59,Sumatriptan
8591,40,11103.234819296562,59,estrodial
8592,9,11103.234819296562,59,B complex daily
8593,45,11103.234819296562,59,symbicort 80/4.5 2 puffs x 2
8594,9,11103.234819296562,59,Fishoil
8595,680,11103.234819296562,59,Antihistamine
8596,45,11103.234819296562,59,escitalopram
8597,180,1221.01,59,OC vitamins
8598,43,91.42,59,multivitamin capsule po qd
8599,23,522.42,59,Bisoprolol (Zebeta) 5MG (R) daily Welbutrin 300MG daily Testosterone Cypionate 200 mg/ml (0.5 mL weekly) Aspirin Tablet
8600,24,522.42,59,Setraline
8601,66672,11103.234819296562,59,Valacyclovir HCL
8602,2596,1831.41,59,Pantoprazole 40MG daily
8603,10760,11103.234819296562,59,albuterol
8604,137269,3279.25,59,lorazepam concentrate 2mg/ml
8605,27000,11103.234819296562,59,000 units take 1 c
8606,240,11103.234819296562,59,Pristiq 50mg
8607,150446,11103.234819296562,59,x 2 daily
8608,24657,7403.01,59,Vivelle
8609,11852,6340.2,59,herbal tea
8610,3345,11103.234819296562,59,bid
8611,3765,11103.234819296562,59,Amlodipine)
8612,487,585.42,59,dicyclomine
8613,1100,11103.234819296562,59,Zoloft 50mg
8614,150,11103.234819296562,59,blood circulation
8615,140273,27441.22,59,Vitamin C 1000 mg daily (Spring Valley gummy) Zinc 44 mg daily (Spring Valley gummy) Vitamin D once weekly (Replesta 50
8616,24126,15842.34,59,Methylphenid
8617,1004,3253.88,59,Pentoxifylline ER 400 twice a day
8618,4050,11103.234819296562,59,Many
8619,30480,26845.35,59,Selenium sulfide lotion
8620,12974,11103.234819296562,59,albuterol neb
8621,4050,11103.234819296562,59,xtampza er 13.5 mg
8622,12000,28202.0,59,Meloxicam 7.5mg
8623,852,1255.62,59,VALTREX
8624,11574,11103.234819296562,59,Lisinopril 10mg daily
8625,53000,21347.13,59,Gabapin
8626,78082,11103.234819296562,59,SPIriva 18 MCG CP-handihal
8627,6150,11103.234819296562,59,coQ10 200mg/day
8628,804,11103.234819296562,59,ibuprofen
8629,16947,8709.0,59,restasis
8630,336,1845.31,59,000 units twice daily
8631,12616,11103.234819296562,59,HTN
8632,41665,18461.22,59,ELIQUIS
8633,6985,12688.85,59,alphgan drops
8634,2000,11103.234819296562,59,Verapamil
8635,2050,2128.15,59,Coreg. Plavix
8636,13033,11103.234819296562,59,divalproex
8637,739,11103.234819296562,59,Eliquis. Levothyroxine
8638,40230,11874.85,59,Albuterol sulfate inhaler
8639,5154,3293.34,59,activated charcoal
8640,75000,11874.85,59,leflunomide 20mg 1 qd
8641,147230,11103.234819296562,59,Nasacort
8642,90000,21567.19,59,prardaxa
8643,36000,10095.9,59,LEVOTHYROXINE 75 MCG
8644,635,9325.16,59,NAPROXEN
8645,60794,7423.38,59,Cholecalciferol
8646,34760,12589.74,59,ARTHRTS PAIN TAB 650MG  Give 2 tablet orally at bedtime for PAIN TD=1300 mg
8647,5308,11103.234819296562,59,allopurinol 100mg PO BID
8648,965,11103.234819296562,59,Qvar
8649,22122,3855.95,59,progesterone
8650,100000,11103.234819296562,59,Goli
8651,7126,11103.234819296562,59,B12 1000mg and A 2400 mg.   Omerprazole 20mg and cholestyramine 4gram
8652,13784,11103.234819296562,59,Complete Multi-Vitamin
8653,1975,11103.234819296562,59,000mg biotin Nature made women?s multivitamin  Calcium citrate  325 mg Vitamin D 25mg
8654,120954,15459.09,59,thyroid med.
8655,2548,15459.09,59,Prenatal
8656,12847,15459.09,59,flaxseed oil and gotu kola)
8657,53733,6933.76,59,candesartan 32mg
8658,22783,11103.234819296562,59,sunflower lecthicin supplement
8659,2067,1616.45,59,Bupropion 450mg
8660,35061,8194.09,59,Metformin 500 mg 2x a day
8661,1980,11103.234819296562,59,Amlodipine; Trazadone
8662,9696,11103.234819296562,59,Goli apple cider vinegar gummy supplement
8663,36180,11320.56,59,Flovent
8664,728,11103.234819296562,59,"""Blood pressure pill"
8665,35011,11103.234819296562,59,atorvastatin 40mg
8666,4290,11103.234819296562,59,Calcium Carbonate 600mg BID
8667,149952,11103.234819296562,59,Flonase nasal spray
8668,7640,11103.234819296562,59,saline nas
8669,10727,7579.6,59,37.5-25 mg Triamerene-HCTZ
8670,70647,14050.13,59,Ranitidine
8671,5701,3487.55,59,buspirone 10mg tab
8672,1485,11103.234819296562,59,Tramadol
8673,636,11103.234819296562,59,Acetaminophen (Tab) TYLENOL 500 MG Take 1
8674,3600,11103.234819296562,59,pycnogenol  100mg 3x
8675,119481,11103.234819296562,59,anastrozole 1 mg weekly
8676,8326,11103.234819296562,59,Celexa
8677,49295,29780.5,59,preservsion areds
8678,12440,11103.234819296562,59,Milk of Mag
8679,240,11103.234819296562,59,eloquis 5mg
8680,562,11103.234819296562,59,nitrofurantoin
8681,30000,11103.234819296562,59,125mcg D3 QD
8682,3600,11103.234819296562,59,Hydroxycloroquine
8683,176693,11103.234819296562,59,2.5mg Tadalafil once daily
8684,25680,39037.7,59,melatonin 10mg prn
8685,216,3048.08,59,VALCYCLOVIR 500
8686,1980,11103.234819296562,59,Losartan daily
8687,7392,11103.234819296562,59,aspirin 81mg tab
8688,4500,11103.234819296562,59,carvedilol 9.375 mg BID
8689,40869,15000.0,59,dronedarone
8690,40000,5520.86,59,tretinoin
8691,20160,9405.8,59,freestyle meter with strips and lancets
8692,97351,4120.7,59,cyancobalamin
8693,1276,11103.234819296562,59,Nitrofurantn
8694,66,11103.234819296562,59,Goli Apple Cider Vinegar gummies
8695,442,8600.0,59,xarelto 20 mg
8696,552,11103.234819296562,59,mirilax
8697,1152,1342.44,59,Sevlamar
8698,86152,11103.234819296562,59,spiriva
8699,583,11103.234819296562,59,biotin vitamin
8700,8807,11103.234819296562,59,McIntyre
8701,100000,7852.98,59,uloric 40 mg daily
8702,192,11103.234819296562,59,Welbutrin
8703,1613,11103.234819296562,59,isorbide monintrate ER 60mg daily
8704,100000,11103.234819296562,59,CYMBALTA
8705,270,735.24,59,vit-d
8706,80000,14547.55,59,Ibueprofen
8707,3173,11103.234819296562,59,no
8708,12106,11103.234819296562,59,ASA
8709,249965,17650.15,59,Qnasal
8710,100000,14547.55,59,Cetirizine HCL 10 mg
8711,87384,11103.234819296562,59,hydralazine
8712,7044,11103.234819296562,59,lisinopril. metformin
8713,63610,11103.234819296562,59,ALBUTEROL
8714,46600,23753.64,59,Artificial Tears
8715,120000,11941.65,59,losaran
8716,3831,20761.0,59,000 Unit capsule       Take 1 tablet by mouth daily.     estradioL (ESTRING) 2 mg (7.5 mcg /
8717,10415,5718.69,59,pregabalin
8718,5800,11103.234819296562,59,prenatals
8719,70000,11103.234819296562,59,Famotidine 40 mg daily
8720,23090,11133.66,59,ipratropium
8721,3000,1478.35,59,hydroxyzine 50mg QHS
8722,1644,1620.19,59,Align one a day.
8723,63353,11103.234819296562,59,tegretol
8724,6000,11103.234819296562,59,Rosuvastatin Calcium
8725,43169,11103.234819296562,59,cimbastatin
8726,225,1641.0,59,Bio-ten
8727,960,1047.34,59,milk of magnesium
8728,12022,11103.234819296562,59,Accutane
8729,20697,11103.234819296562,59,acetylcholine
8730,8000,10807.98,59,saw palmetto fruit
8731,43680,5950.16,59,Zyrtec 10mg
8732,19086,11103.234819296562,59,Vitamin D-3 25 mg 1 PO QD
8733,3342,11103.234819296562,59,vit. C
8734,2880,11103.234819296562,59,and eye drops
8735,435,3100.0,59,Sennosides
8736,80322,11103.234819296562,59,and  HCTZ
8737,52483,4356.74,59,NuSkin Nano Vitamin Pack.
8738,14404,11103.234819296562,59,/vitamin D
8739,87707,11103.234819296562,59,sulfamethoxazole-t
8740,17782,41352.75,59,Lisinopril-HCTZ
8741,60000,28864.27,59,Clonidine
8742,140,1118.22,59,Eye supplements
8743,131520,11103.234819296562,59,Amlodipine 2.5 daily
8744,21984,11103.234819296562,59,Synthroid. Protonix
8745,1300,1149.07,59,Calcium carbonate 500 mg daily
8746,5117,1956.0,59,Diclofenac
8747,66205,11103.234819296562,59,symbicort inhaler
8748,100619,30981.39,59,Demeclocycline
8749,100000,11103.234819296562,59,pepcid AC
8750,11833,11103.234819296562,59,Rhinocort nasal spray
8751,4068,20225.07,59,Oscal
8752,6816,11103.234819296562,59,Atenolol/Chlorthalidone
8753,225,11103.234819296562,59,vitamin B-12
8754,13290,11103.234819296562,59,COVID-19 vaccine (first dose)
8755,64500,11571.94,59,Sythroid 75mcg every other day 50 mcg every other day opposite of 75mcg
8756,9301,11103.234819296562,59,singular
8757,7894,11103.234819296562,59,Sertraline Hcl
8758,2200,3649.76,59,amyltriptilline
8759,27,11103.234819296562,59,Flonase (1 puff) each nare.
8760,70000,16813.62,59,Rosuvastatin 10mg qhs Aspirin 81 mg qhs Multivitamin
8761,841,1500.0,59,omeprazole 20 mg bid
8762,14,49199.75,59,immune support multivitamin powder
8763,4000,8050.55,59,Celexa 20 mg
8764,2300,4676.4,59,Levothyroxine 25 mcg
8765,25000,2352.52,59,Testosterone
8766,16357,6007.2,59,D3
8767,52800,6951.84,59,Keppra 250mg once daily
8768,8201,11103.234819296562,59,takes vitamins and brupropion
8769,1915,11103.234819296562,59,metoprolol 25
8770,255001,30936.1,59,valsartan 320mg
8771,5923,3481.29,59,Ecotrin
8772,25000,11103.234819296562,59,Budesonide
8773,2723,11103.234819296562,59,metformin 500 b.i.d
8774,777,11103.234819296562,59,FLonase nasal spray
8775,630,11103.234819296562,59,mirilax
8776,1209,3526.69,59,tofacitinib citrate
8777,13000,11103.234819296562,59,potassium 40 mg
8778,1702,11103.234819296562,59,300 mg 0.3% Hypericin + 150mg Hypericum perforatum flowering herb
8779,48,11103.234819296562,59,Psyllium capsule 0.52GM 1 QD
8780,803,11103.234819296562,59,Metoprolol 60 mg as needed
8781,25000,11103.234819296562,59,calcium with D
8782,3757,11103.234819296562,59,ambereen
8783,33086,2352.52,59,AMLODIPINE BESYLATE 10 MG TAB TABLET blood pressure  ATORVASTATIN 80 MG TABLET high cholesterol
8784,26000,11103.234819296562,59,Biotin vitamin
8785,15826,29674.92,59,Imitrex PRN
8786,74,11103.234819296562,59,vitamin b12 injection
8787,210,11103.234819296562,59,cyclosporine eye drops
8788,3300,1008.9,59,cycloset
8789,52200,11103.234819296562,59,ursadiol
8790,30,871.8,59,olmesartan 20-12.5 mg.
8791,29440,11103.234819296562,59,Paliperidone 324mg q28 days
8792,3291,11103.234819296562,59,levoxyl
8793,3709,11103.234819296562,59,"""1000mg  Magnesium 400 mg"
8794,75235,34551.83,59,I am currently taking Diltiazem(240mg) for Hypertension since 2017.  A week prior to the vaccination
8795,2581,1955.22,59,none in past 3 months)
8796,61123,14311.0,59,Verapamil 120 qam
8797,54000,44448.75,59,C & D.
8798,225000,15873.95,59,PreserVision
8799,30666,11085.83,59,VITAMIN B12 1000MCG
8800,92125,45180.63,59,Mucinex
8801,10534,45180.62,59,1000mg Fish Oil
8802,1031,4353.04,59,Probiotics
8803,573,11103.234819296562,59,docusate sodium
8804,6778,3150.3,59,polyethylene glycol 400
8805,30000,11103.234819296562,59,ProAir
8806,2555,227.19,59,GABA
8807,20340,9384.0,59,and started to feel  a headache and body aches around 1:00 am
8808,14758,2994.62,59,Loratadine 10 mg
8809,28464,11103.234819296562,59,fluoxetine 40mg po qam
8810,153560,31514.85,59,oral contraceptives
8811,44716,13770.65,59,trazadone. dexilant
8812,301,11103.234819296562,59,Valsartan
8813,8283,11103.234819296562,59,sotaloL (BETAPACE) 80 mg Tablet omeprazole (PRILOSEC) 20 mg Capsule
8814,800,166.96,59,babyaspirin
8815,108650,9360.14,59,Atarax as needed
8816,48253,11103.234819296562,59,probiotic daily
8817,26700,1482.7,59,Metformin
8818,100000,8635.96,59,Nails 5000mcg
8819,39132,2413.89,59,lo loestrin
8820,3274,11103.234819296562,59,Selenium sulfide lotion
8821,1540,11103.234819296562,59,Norethindrone
8822,2274,1511.4,59,Krill oil
8823,6600,11103.234819296562,59,Lexipro
8824,20000,19379.94,59,ferrous sulfate 325 mg
8825,32905,10944.73,59,Testosterone
8826,74930,6507.33,59,omeprazole 20mg
8827,1090,5580.44,59,Lunesta
8828,2125,5603.78,59,estrodial
8829,2651,3028.36,59,careg
8830,45520,11103.234819296562,59,omeprosole.
8831,4000,1332.7,59,resveretrol
8832,7977,11103.234819296562,59,quecertin 50mg
8833,11536,1157.78,59,Losartin
8834,10000,4329.61,59,Topical Ivermectin
8835,100,863.24,59,vitamin b
8836,2532,11103.234819296562,59,progesterone 200
8837,15000,891.65,59,Lipitor 20mg/day
8838,5850,11103.234819296562,59,Prochlorpirazine
8839,714,11103.234819296562,59,Xeljanz
8840,100000,11103.234819296562,59,toprolol
8841,12783,7585.82,59,aromasin statin
8842,137,7726.12,59,Entyvio 300 mg IV every 8 weeks
8843,64445,20052.11,59,buspar 5 mg bid
8844,126840,42947.44,59,Crestor started on 11/09/2020
8845,380,11103.234819296562,59,preservision (2 tab / day)
8846,13642,11103.234819296562,59,Alphabetical Last DoseTimeTaking?             TodayYesterdayPast WeekPast MonthGreater than 1 MonthUnknown  at          aspirin 81 MG tablet  Take 81 mg by mouth 1 time per day Informant: Spouse
8847,45000,6948.04,59,Lovastatin 10 mg
8848,3663,11103.234819296562,59,vit c & d
8849,33147,5798.14,59,sertraline.
8850,320300,194623.44,59,Probiotic tablet
8851,4236,11103.234819296562,59,ASMANEX HFA 200MCG
8852,132000,22520.71,59,1000mg Tylenol BID
8853,4,69737.0,59,Lovasa
8854,6000,2055.25,59,Insulin - Novolin 70/30
8855,19389,4916.0,59,e
8856,3194,51645.79,59,Linzess 146mg
8857,11607,14056.46,59,IRBESARTAN
8858,9360,11103.234819296562,59,stool softener
8859,1700,1061.37,59,prental MVI daily; bumetanid
8860,51431,43055.82,59,A-Z VITAMINS
8861,108856,43219.06,59,turmeric capsule
8862,200000,11103.234819296562,59,Klonazapam 1mg PO TID PRN
8863,140,973.2,59,visatril pamoate 25mg
8864,13549,11103.234819296562,59,Testrone
8865,912,134.0,59,Amlodipine 2.5 daily
8866,100000,11103.234819296562,59,Ipratropium Bromide 0.5 mg and Albertol Sulfate0.3mg inhalation soluti
8867,36971,11103.234819296562,59,Phillips Colon Health
8868,25526,11103.234819296562,59,only as needed Cyanocobalamin 1000mcg/ml
8869,13660,1871.34,59,Bile salts OTC
8870,7500,11103.234819296562,59,women daily vitamin.
8871,121000,68103.71,59,Adderall XR
8872,170780,11103.234819296562,59,Ester C
8873,14476,8402.24,59,Soothe XP (light mineral oil-mineral oil) eye ointment
8874,3101,4257.91,59,Buspirone
8875,2741,11103.234819296562,59,UTO
8876,9262,11103.234819296562,59,Multiple Vitamin B
8877,5126,11103.234819296562,59,spiriva
8878,221000,11103.234819296562,59,Minocycline
8879,89575,11103.234819296562,59,Tamulosin HCL
8880,8452,11103.234819296562,59,2 mg glimepride
8881,6258,11103.234819296562,59,Eye vitamin
8882,134500,11103.234819296562,59,pancreatic enzymes
8883,45,11103.234819296562,59,Doxazosine
8884,100,11103.234819296562,59,womens daily centrum
8885,63,11103.234819296562,59,ticagrelor
8886,28,11103.234819296562,59,escitalopram 10mg
8887,3000,11103.234819296562,59,methacarbomal
8888,398,11103.234819296562,59,MESALAZINE
8889,41336,11103.234819296562,59,Stelara
8890,4000,11103.234819296562,59,clonidine
8891,4464,1211.48,59,Plexus supplements: slim hunger control
8892,4704,11103.234819296562,59,EPA/DHA fish oil
8893,3444,1211.48,59,Vistaril (not sure if took because it is a PRN medication)
8894,50000,11103.234819296562,59,4 pm
8895,5000,9044.65,59,"""Sleep-Aid"""
8896,755,11637.64,59,Non
8897,168,11637.64,59,HCTZ 50 mg
8898,572,1062.95,59,lovastatin
8899,2000,2990.92,59,Premarin vaginal cream
8900,40080,19480.97,59,Botox for hyperhidrosis (see below)
8901,350,11103.234819296562,59,otc fish oil
8902,26712,12016.69,59,Lactulose 15 mL
8903,200,11103.234819296562,59,primidone
8904,21658,11103.234819296562,59,OsteoBiFlex
8905,19942,11103.234819296562,59,Quetapine 50-100 my qhs
8906,9876,7779.96,59,vitamin C (25mcg/day)
8907,6464,1949.41,59,Norethindrone
8908,1900,11103.234819296562,59,000 mg
8909,35802,11103.234819296562,59,Adult calcium gummies with D3 500Mg
8910,2610,11103.234819296562,59,vit d3
8911,106,11103.234819296562,59,000 units weekly Calcium 600 orally daily Atoravastatin 10 mg daily
8912,26697,11103.234819296562,59,allergy medication
8913,10000,11103.234819296562,59,ECASA
8914,350,11103.234819296562,59,Acetaminophen Tablet 325 MG
8915,30315,3423.26,59,Zicam
8916,6000,11103.234819296562,59,HTN
8917,35000,11103.234819296562,59,Desvenlafax
8918,3200,11103.234819296562,59,zebra
8919,3680,3522.52,59,Lovasa
8920,70,11103.234819296562,59,Fibercon
8921,1600,1758.6,59,Soothe XP (light mineral oil-mineral oil) eye ointment
8922,3500,9736.1,59,tylenol pm night time Nyquil
8923,188,9736.1,59,Fish oil
8924,250,9736.1,59,mometasone inhaler
8925,45000,11103.234819296562,59,zinc/vitamin d3
8926,9852,9736.1,59,METFORMIN HCL
8927,330,1721.53,59,baby asperin
8928,17000,14467.75,59,Kclor
8929,5000,4159.73,59,gabapentin
8930,2159,3219.93,59,vitamin b-12
8931,9316,11103.234819296562,59,several blood pressure
8932,8150,11103.234819296562,59,Nexium 10 mg
8933,6636,11103.234819296562,59,Naproxen sodium
8934,6000,11103.234819296562,59,cetirizine (ZYRTEC) 10 mg tablet TAKE 1 TABLET(10 MG) BY MOUTH EVERY DAY  ? cholecalciferol
8935,1815,11103.234819296562,59,Vitamin B complex C
8936,8520,11103.234819296562,59,venlafaxine.
8937,1176,11103.234819296562,59,Klonapin
8938,504,11103.234819296562,59,Finasteride 5 mg daily
8939,1500,2288.29,59,cialis
8940,176143,9735.95,59,noni
8941,2500,3661.42,59,birth control
8942,35199,11103.234819296562,59,fluticasone-salmeterol inhaler
8943,20000,11103.234819296562,59,Cogentin
8944,5000,11103.234819296562,59,lactobacillus
8945,34379,11103.234819296562,59,Xyzal 5mg daily
8946,45000,11103.234819296562,59,Maxalt
8947,20000,11103.234819296562,59,Torsemide
8948,2500,11103.234819296562,59,Doxepin
8949,15000,11103.234819296562,59,Lutera
8950,2100,11103.234819296562,59,B12 and Folic Acid
8951,3000,11103.234819296562,59,Propolis
8952,3000,11103.234819296562,59,2 caps
8953,5000,6147.18,59,Ocuvite Adult
8954,3000,6147.18,59,prenatal vitamin claritin
8955,11994,11103.234819296562,59,Atorvastatin  80 MG 1 tab daily
8956,441,11103.234819296562,59,Copaiba
8957,4000,6068.75,59,Xanax
8958,28600,6147.14,59,vit d claritin
8959,3322,6147.18,59,fluticasone 2 sprays each nostril qd
8960,4399,11103.234819296562,59,bid; Cetirizine 10mg; hs; CoQ 10 100 mg
8961,667,11103.234819296562,59,food grade  Vit. C
8962,61920,8815.65,59,Ritalin
8963,40213,35689.71,59,zocor
8964,56054,16249.55,59,d3
8965,6580,4658.75,59,hydralazine
8966,4360,11103.234819296562,59,Vit d
8967,118170,11103.234819296562,59,cyclosporine eye drops
8968,52752,11103.234819296562,59,clopidogrel
8969,59746,11103.234819296562,59,C  Zinc
8970,50000,11103.234819296562,59,Sulfamethoxazole-Trimethoprim
8971,600,29153.27,59,5000mcg Biotin
8972,21506,11103.234819296562,59,keppra
8973,8375,11103.234819296562,59,glucosamine/msm
8974,150000,8109.91,59,Synthroid 125 mcg
8975,2150,11103.234819296562,59,Buspar
