,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count
8476,84572,104-CI-T30,FPQ-5201,SO-36350,DN-1878,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,9-Jul-10,5-Jul-10,5-Jul-10,ARV,Adult,SCMS from RDC,furosemide 40 mg,Lamivudine,Generic,150mg,Tablet,60,10980,26791.2,2.44,0.04,"Aurobindo Unit III, India",Yes,698,5121.68,57.76,484
8477,84573,151-NG-T30,FPQ-5023,SO-36435,DN-1886,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,isosorbide mononitrate 30 mg BID,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1000,11220.0,11.22,0.19,"Aurobindo Unit III, India",Yes,117,Freight Included in Commodity Cost,24.19,60
8478,84574,151-NG-T30,FPQ-5023,SO-36446,DN-1904,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,Lisinopril 10 mg,Efavirenz,Generic,600mg,Tablet,30,200,920.0,4.6,0.15,"Aurobindo Unit III, India",Yes,17,Freight Included in Commodity Cost,1.98,459
8479,84575,151-NG-T30,FPQ-5023,SO-36447,DN-1905,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,Spiria,Efavirenz,Generic,600mg,Tablet,30,188,864.8,4.6,0.15,"Aurobindo Unit III, India",Yes,16,Freight Included in Commodity Cost,1.86,371
8480,84576,151-NG-T30,FPQ-5023,SO-36530,DN-1924,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,EC  20MG,Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,87,1827.0,21.0,0.23,"Aurobindo Unit III, India",Yes,42,Freight Included in Commodity Cost,3.94,545
8481,84577,151-NG-T30,FPQ-4537,SO-36671,DN-1925,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,11/6/09,N/A - From RDC,21-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,Z,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,53086,465033.36,8.76,0.15,Hetero Unit III Hyderabad IN,No,3424.441305712492,Freight Included in Commodity Cost,1002.61,173
8482,84578,151-NG-T30,FPQ-5023,SO-36420,DN-1930,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2/10/10,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10,ARV,Adult,SCMS from RDC,NOVOLOG,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,58500,1165320.0,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,6433,Freight Included in Commodity Cost,2512.43,198
8483,84579,106-HT-T30,FPQ-4384,SO-35420,DN-1944,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,1-Aug-10,21-Jul-10,21-Jul-10,ARV,Adult,SCMS from RDC,Probiotic 10-20,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,31836,278883.36,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,2565,25670.1,601.27,783
8484,84580,111-MZ-T30,FPQ-4711,SO-35740,DN-1962,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,12/23/09,N/A - From RDC,31-Aug-10,18-Aug-10,18-Aug-10,ARV,Adult,SCMS from RDC,prostate,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,30630,175509.9,5.73,0.1,"Cipla, Goa, India",No,3424.441305712492,See DN-1962 (ID#:83448),378.4,847
8485,84581,106-HT-T30,FPQ-5523,SO-36760,DN-1964,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,10-Aug-10,23-Aug-10,23-Aug-10,ARV,Pediatric,SCMS from RDC,Oxycodone,Lamivudine,Generic,10mg/ml,Oral solution,240,3840,7411.2,1.93,0.01,"Cipla, Goa, India",No,3424.441305712492,See DN-1964 (ID#:82908),15.98,571
8486,84582,151-NG-T30,FPQ-5688,SO-36934,DN-1978,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,N/A - From RDC,31-Aug-10,17-Aug-10,17-Aug-10,ARV,Adult,SCMS from RDC,B-complex vitamin,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6000,67320.0,11.22,0.19,"Aurobindo Unit III, India",Yes,789,6147.18,145.14,932
8487,84583,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,87 m aspirin,Zidovudine,Generic,300mg,Tablet,60,12060,86952.6,7.21,0.12,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1982 (ID#:82910),187.47,236
8488,84584,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Pediatric,SCMS from RDC,Altoprev,Stavudine,Generic,1mg/ml,Oral solution,200,2400,3240.0,1.35,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1982 (ID#:82910),6.99,217
8489,84585,104-CI-T30,FPQ-5623,SO-36890,DN-1984,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,31-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,lovenox,Lamivudine,Generic,150mg,Tablet,60,6594,15364.02,2.33,0.04,"Strides, Bangalore, India.",No,3424.441305712492,See DN-1984 (ID#:83453),33.12,114
8490,84588,102-UG-T30,FPQ-6202,SO-37250,DN-1997,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/6/10,N/A - From RDC,29-Oct-10,27-Sep-10,27-Sep-10,ARV,Adult,SCMS from RDC,Nasal inhaler Olopatadine,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,63148,539915.4,8.55,0.14,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1997 (ID#:82914),1164.06,295
8491,84589,102-UG-T30,FPQ-6202,SO-37260,DN-1998,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/6/10,N/A - From RDC,30-Sep-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,and started to feel  a headache and body aches around 1:00 am,Efavirenz,Generic,600mg,Tablet,30,71991,320359.95,4.45,0.15,"Strides, Bangalore, India.",Yes,7187,16285.97,690.7,533
8492,84590,102-UG-T30,FPQ-6202,SO-37260,DN-1998,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/6/10,N/A - From RDC,30-Sep-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,insulin,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26991,230773.05,8.55,0.14,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1998 (ID#:84589),497.55,451
8493,84591,104-CI-T30,FPQ-5623,SO-36880,DN-2011,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Sep-10,25-Sep-10,25-Sep-10,ARV,Pediatric,SCMS from RDC,Apple Cider Gummies,Didanosine,Generic,200mg,Chewable/dispersible tablet,60,6016,93248.0,15.5,0.26,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2011 (ID#:82350),201.04,327
8494,84592,104-CI-T30,FPQ-5623,SO-36880,DN-2011,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Sep-10,25-Sep-10,25-Sep-10,ARV,Adult,SCMS from RDC,vitamin B complex escitalopram 20 mg,Stavudine,Generic,20mg,Capsule,60,540,772.2,1.43,0.02,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2011 (ID#:82350),1.66,224
8495,84593,104-CI-T30,FPQ-5623,SO-36881,DN-2012,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,5/7/10,N/A - From RDC,19-Oct-10,25-Sep-10,25-Sep-10,ARV,Adult,SCMS from RDC,EC  20MG,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5624,18446.72,3.28,0.05,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2012 (ID#:84040),39.77,545
8496,84594,105-GY-T30,FPQ-6307,SO-37400,DN-2017,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/30/10,N/A - From RDC,23-Nov-10,19-Sep-10,19-Sep-10,ARV,Pediatric,SCMS from RDC,lopressor,Lamivudine,Generic,10mg/ml,Oral solution,240,316,609.88,1.93,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2017 (ID#:82918),1.31,525
8497,84595,102-UG-T30,FPQ-6403,SO-37460,DN-2026,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,N/A - From RDC,20-Oct-10,25-Oct-10,25-Oct-10,ARV,Adult,SCMS from RDC,B12  B complex,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,31932,358277.04,11.22,0.19,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2026 (ID#:84047),772.45,758
8498,84596,109-TZ-T30,FPQ-5436,SO-36600,DN-2039,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,4/1/10,N/A - From RDC,3-Dec-10,3-Dec-10,3-Dec-10,ARV,Pediatric,SCMS from RDC,1 daily Methylphenidate ER 54mg,Didanosine,Generic,100mg,Chewable/dispersible tablet,60,2864,22110.08,7.72,0.13,"Aurobindo Unit III, India",Yes,612,1979.75,47.67,685
8499,84597,104-CI-T30,FPQ-5201,SO-36380,DN-2034,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3/3/10,N/A - From RDC,30-Oct-10,23-Nov-10,23-Nov-10,ARV,Pediatric,SCMS from RDC,ramipril 5mg 1 qd,Efavirenz,Generic,200mg,Capsule,90,1785,17974.95,10.07,0.11,"Aurobindo Unit III, India",Yes,168,7816.45,38.75,915
8500,84598,104-CI-T30,FPQ-5925,SO-37150,DN-2035,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,N/A - From RDC,30-Nov-10,26-Nov-10,26-Nov-10,ARV,Pediatric,SCMS from RDC,Oxycodone 10 mg PRN,Stavudine,Generic,1mg/ml,Oral solution,200,2449,3306.15,1.35,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2035 (ID#:82356),7.13,703
8501,84599,104-CI-T30,FPQ-5925,SO-37150,DN-2035,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/10,N/A - From RDC,30-Nov-10,26-Nov-10,26-Nov-10,ARV,Adult,SCMS from RDC,Basaglar,Stavudine,Generic,20mg,Capsule,60,2551,3647.93,1.43,0.02,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2035 (ID#:82356),7.86,146
8502,84600,151-NG-T30,FPQ-5688,SO-36952,DN-2044,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/10,N/A - From RDC,18-Nov-10,10-Nov-10,10-Nov-10,ARV,Adult,SCMS from RDC,Torbistatin,Nevirapine,Generic,200mg,Tablet,60,10000,25800.0,2.58,0.04,"Aurobindo Unit III, India",Yes,1130,20264.93,55.62,273
8503,84601,111-MZ-T30,FPQ-6426,SO-37590,DN-2051,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,9/23/10,N/A - From RDC,20-Dec-10,23-Dec-10,23-Dec-10,ARV,Adult,SCMS from RDC,On February 21,Efavirenz,Generic,600mg,Tablet,30,30000,130200.0,4.34,0.14,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2051 (ID#:82359),280.71,944
8504,84602,111-MZ-T30,FPQ-6426,SO-37590,DN-2051,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,9/23/10,N/A - From RDC,20-Dec-10,23-Dec-10,23-Dec-10,ARV,Adult,SCMS from RDC,Blisovi (birth control),Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,30000,162900.0,5.43,0.09,"Cipla, Goa, India",No,3424.441305712492,See DN-2051 (ID#:82359),351.21,70
8505,84603,110-ZM-T30,FPQ-6221,SO-37320,DN-2054,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,31-Dec-10,25-Nov-10,25-Nov-10,ARV,Adult,SCMS from RDC,birth control (Junel Fe,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3653,19835.79,5.43,0.09,"Cipla, Goa, India",No,3424.441305712492,See DN-2054 (ID#:83465),42.77,295
8506,84604,102-UG-T30,FPQ-6403,SO-37470,DN-2056,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/16/10,N/A - From RDC,2-Dec-10,29-Nov-10,29-Nov-10,ARV,Adult,SCMS from RDC,Hydroxycloroquine,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,2661,53007.12,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,909,5166.39,114.28,221
8507,84605,114-UG-T30,FPQ-6427,SO-37580,DN-2058,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,2-Dec-10,29-Nov-10,29-Nov-10,ARV,Adult,SCMS from RDC,Losartan. One-A-Day multivitamin. Claritin.,Nevirapine,Generic,200mg,Tablet,60,23787,63273.42,2.66,0.04,Hetero Unit III Hyderabad IN,Yes,1378,2559.88,136.42,356
8508,84606,106-HT-T30,FPQ-5523,SO-36730,DN-2059,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,26-Nov-10,15-Dec-10,15-Dec-10,ARV,Adult,SCMS from RDC,rosuvastatin 40 mg at bedtime,Nevirapine,Generic,200mg,Tablet,60,53200,141512.0,2.66,0.04,"Strides, Bangalore, India.",No,3424.441305712492,See DN-2059 (ID#:84053),305.1,504
8509,84607,106-HT-T30,FPQ-5523,SO-36730,DN-2059,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/10,N/A - From RDC,26-Nov-10,15-Dec-10,15-Dec-10,ARV,Pediatric,SCMS from RDC,lexapro 10mg daily,Efavirenz,Generic,50mg,Capsule,30,1778,3982.72,2.24,0.07,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2059 (ID#:84053),8.59,250
8510,84608,104-CI-T30,FPQ-5925,SO-37740,DN-2064,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/10,N/A - From RDC,30-Nov-10,9-Dec-10,9-Dec-10,ARV,Adult,SCMS from RDC,Lodipine Symbacort inhaler,Abacavir,Generic,300mg,Tablet,60,600,9864.0,16.44,0.27,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2064 (ID#:83469),21.27,500
8511,84609,104-CI-T30,FPQ-5925,SO-37740,DN-2064,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/10,N/A - From RDC,30-Nov-10,9-Dec-10,9-Dec-10,ARV,Pediatric,SCMS from RDC,and claritromicine,Stavudine,Generic,1mg/ml,Powder for oral solution,200,6551,8778.34,1.34,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2064 (ID#:83469),18.93,789
8512,84612,106-HT-T30,FPQ-6484,SO-37760,DN-2073,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,20-Dec-10,5-Jan-11,5-Jan-11,ARV,Adult,SCMS from RDC,humira,Abacavir,Generic,300mg,Tablet,60,600,9864.0,16.44,0.27,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2073 (ID#:82362),21.27,506
8513,84613,110-ZM-T30,FPQ-6222,SO-38150,DN-2078,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,1-Apr-11,13-Jan-11,13-Jan-11,ARV,Adult,SCMS from RDC,paroxetene mesylate 7.5,Lamivudine,Generic,150mg,Tablet,60,12080,28146.4,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,503,2355.79,60.68,5
8514,84614,202-GT-T30,FPQ-6943,SO-38260,DN-2089,Guatemala,PMO - US,From RDC,N/A - From RDC,Air,12/29/10,N/A - From RDC,31-Jan-11,24-Jan-11,24-Jan-11,ARV,Adult,SCMS from RDC,cialis,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,7987,87218.04,10.92,0.36,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2089 (ID#:83478),143.91,341
8515,84615,202-GT-T30,FPQ-6943,SO-38260,DN-2089,Guatemala,PMO - US,From RDC,N/A - From RDC,Air,12/29/10,N/A - From RDC,31-Jan-11,24-Jan-11,24-Jan-11,ARV,Pediatric,SCMS from RDC,1/2 scoplamaine patch every 3 days.,Efavirenz,Generic,200mg,Capsule,90,680,6589.2,9.69,0.11,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2089 (ID#:83478),10.87,242
8516,84616,110-ZM-T30,FPQ-6222,SO-38280,DN-2091,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,31-Jan-11,18-Jan-11,18-Jan-11,ARV,Adult,SCMS from RDC,Pulmicort,Lamivudine,Generic,150mg,Tablet,60,22242,51823.86,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1207,7487.51,111.73,467
8517,84617,104-CI-T30,FPQ-6495,SO-37710,DN-2098,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,10/4/10,N/A - From RDC,31-Jan-11,22-Feb-11,22-Feb-11,ARV,Adult,SCMS from RDC,500MG,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,9920,108326.4,10.92,0.36,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2098 (ID#:83482),233.55,646
8518,84618,106-HT-T30,FPQ-6484,SO-38120,DN-2113,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,28-Feb-11,14-Feb-11,14-Feb-11,ARV,Adult,SCMS from RDC,memantine,Lamivudine,Generic,150mg,Tablet,60,5980,13933.4,2.33,0.04,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2113 (ID#:82937),30.04,684
8519,84619,106-HT-T30,FPQ-6801,SO-38620,DN-2114,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/14/10,N/A - From RDC,28-Feb-11,14-Feb-11,14-Feb-11,ARV,Pediatric,SCMS from RDC,Strattera,Stavudine,Generic,1mg/ml,Powder for oral solution,200,600,804.0,1.34,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2114 (ID#:83486),1.33,323
8520,84620,110-ZM-T30,FPQ-6221,SO-37330,DN-2116,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,11-Feb-11,15-Feb-11,15-Feb-11,ARV,Adult,SCMS from RDC,PROMETHAZINE,Nevirapine,Generic,200mg,Tablet,60,140000,351400.0,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,8783,8045.77,757.62,589
8521,84621,114-UG-T30,FPQ-6427,SO-37560,DN-2121,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/10,N/A - From RDC,28-Feb-11,22-Mar-11,22-Mar-11,ARV,Adult,SCMS from RDC,Modafinil,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8988,100845.36,11.22,0.19,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2121 (ID#:82370),217.42,19
8522,84622,104-CI-T30,FPQ-6495,SO-37720,DN-2122,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,N/A - From RDC,31-Mar-11,15-Mar-11,15-Mar-11,ARV,Adult,SCMS from RDC,vitamin B6,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2240,14716.8,6.57,0.22,Mylan (formerly Matrix) Nashik,Yes,6542,18611.93,31.73,778
8523,84623,113-ZW-T30,FPQ-6470,SO-37830,DN-2127,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,17-Mar-11,17-Mar-11,ARV,Adult,SCMS from RDC,Metoprolol Succinate ER 100mg twice a day,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,66645,370546.2,5.56,0.09,"Strides, Bangalore, India.",No,3424.441305712492,See DN-2127 (ID#:82371),798.9,390
8524,84624,113-ZW-T30,FPQ-6470,SO-38830,DN-2128,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,18-Mar-11,18-Mar-11,ARV,Adult,SCMS from RDC,pantopazol,Nevirapine,Generic,200mg,Tablet,60,9073,22773.23,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,2102,7765.17,49.1,193
8525,84625,113-ZW-T30,FPQ-6470,SO-38830,DN-2128,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,18-Mar-11,18-Mar-11,ARV,Adult,SCMS from RDC,Mirtazapine,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1883,6025.6,3.2,0.05,"Cipla, Goa, India",No,3424.441305712492,See DN-2128 (ID#:84624),12.99,623
8526,84626,117-ET-T30,FPQ-6428,SO-37630,DN-2130,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,9/24/10,N/A - From RDC,10-Mar-11,11-Mar-11,11-Mar-11,ARV,Adult,SCMS from RDC,trazodone bedtime,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,8000,289280.0,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,1647,3600.65,623.69,276
8527,84627,114-UG-T30,FPQ-7166,SO-38890,DN-2135,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/11/11,N/A - From RDC,18-Apr-11,15-Mar-11,15-Mar-11,ARV,Adult,SCMS from RDC,Unithroid 112 PO QD,Zidovudine,Generic,300mg,Tablet,60,46113,332474.73,7.21,0.12,"Aurobindo Unit III, India",Yes,2534,16629.49,548.58,332
8528,84628,106-HT-T30,FPQ-6484,SO-38240,DN-2136,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,14-Mar-11,20-Apr-11,20-Apr-11,ARV,Adult,SCMS from RDC,womens daily centrum,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1320,47731.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,276,2080.2,102.91,446
8529,84629,104-CI-T30,FPQ-6495,SO-37700,DN-2137,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,N/A - From RDC,31-Mar-11,29-Mar-11,29-Mar-11,ARV,Adult,SCMS from RDC,Probiotic 10-20,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,99957,1121517.54,11.22,0.19,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2137 (ID#:83490),2417.99,783
8530,84630,104-CI-T30,FPQ-6144,SO-38480,DN-2138,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,15-Mar-11,29-Mar-11,29-Mar-11,ARV,Pediatric,SCMS from RDC,elderberry,Didanosine,Generic,200mg,Chewable/dispersible tablet,60,3008,46624.0,15.5,0.26,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2138 (ID#:83491),100.52,218
8531,84631,104-CI-T30,FPQ-6144,SO-38480,DN-2138,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,15-Mar-11,29-Mar-11,29-Mar-11,ARV,Adult,SCMS from RDC,METOPROLOL 50  MG,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15621,133559.55,8.55,0.14,Hetero Unit III Hyderabad IN,No,3424.441305712492,See DN-2138 (ID#:83491),287.95,504
8532,84632,110-ZM-T30,FPQ-6677,SO-38050,DN-2143,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/8/10,N/A - From RDC,15-Apr-11,5-Apr-11,5-Apr-11,ARV,Adult,SCMS from RDC,estrace; estradiol,Abacavir,Generic,300mg,Tablet,60,4875,77463.75,15.89,0.26,"Cipla, Patalganga, India",Yes,2556,4471.07,127.82,530
8533,84633,104-CI-T30,FPQ-6891,SO-38540,DN-2153,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,N/A - From RDC,20-Apr-11,10-Jun-11,10-Jun-11,ARV,Pediatric,SCMS from RDC,Prilosec 10 mg/daily,Lamivudine,Generic,10mg/ml,Oral solution,240,7420,13727.0,1.85,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-2153 (ID#:82374),22.65,222
8534,84634,109-TZ-T30,FPQ-7347,SO-39010,DN-2151,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,3/7/11,N/A - From RDC,7-Apr-11,31-Mar-11,31-Mar-11,ARV,Adult,SCMS from RDC,Metoprolol 100mg daily,Efavirenz,Generic,600mg,Tablet,30,4738,19994.36,4.22,0.14,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-2151 (ID#:84068),32.99,644
8535,84638,104-CI-T30,FPQ-6144,SO-38980,DN-2159,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,31-Mar-11,7-Jun-11,7-Jun-11,ARV,Pediatric,SCMS from RDC,tumeric,Efavirenz,Generic,200mg,Capsule,90,20,194.2,9.71,0.11,"Aurobindo Unit III, India",Yes,5,3380.36,0.42,528
8536,84639,104-CI-T30,FPQ-6891,SO-38570,DN-2161,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,N/A - From RDC,30-Jun-11,7-Jun-11,7-Jun-11,ARV,Adult,SCMS from RDC,Prochlorpirazine,Abacavir,Generic,300mg,Tablet,60,2383,36936.5,15.5,0.26,"Aurobindo Unit III, India",Yes,882,4516.67,60.95,112
8537,84640,113-ZW-T30,FPQ-6470,SO-37850,DN-2181,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,20-May-11,20-May-11,ARV,Adult,SCMS from RDC,Tessalon Perles,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,88719,493277.64,5.56,0.09,"Cipla, Goa, India",Yes,11668,15697.15,1063.51,702
